Anime,Genre
Blue Exorcist Movie,Contemporary Fantasy
Blue Exorcist Movie,Demons
Blue Exorcist Movie,Exorcists
Blue Exorcist Movie,Supernatural
Blue Exorcist Movie,Urban Fantasy
Blue Exorcist Movie,Based on a Manga
Digimon Adventure Tri. Movie 3: Confession,Action
Digimon Adventure Tri. Movie 3: Confession,Drama
Digimon Adventure Tri. Movie 3: Confession,Sci Fi
Digimon Adventure Tri. Movie 3: Confession,Monsters
Seraph of the End,Action
Seraph of the End,Drama
Seraph of the End,Horror
Seraph of the End,Shounen
Seraph of the End,Demons
Seraph of the End,Pandemic
Seraph of the End,Post-apocalyptic
Seraph of the End,Supernatural
Seraph of the End,Vampires
Seraph of the End,Based on a Manga
Seraph of the End,Violence
Yuan Long,Action
Yuan Long,Adventure
Yuan Long,Fantasy
Yuan Long,Chinese Animation
Yuan Long,Based on a Web Novel
Yuan Long,CG Animation
Ling Jian Zun 3rd Season,Action
Ling Jian Zun 3rd Season,Fantasy
Ling Jian Zun 3rd Season,Ancient China
Ling Jian Zun 3rd Season,Chinese Animation
Ling Jian Zun 3rd Season,Cultivation
Ling Jian Zun 3rd Season,Short Episodes
Ling Jian Zun 3rd Season,Based on a Web Novel
Ling Jian Zun 3rd Season,CG Animation
Hetalia: The Beautiful World,Comedy
Hetalia: The Beautiful World,Anthropomorphic
Hetalia: The Beautiful World,Chibi
Hetalia: The Beautiful World,Gag
Hetalia: The Beautiful World,Historical
Hetalia: The Beautiful World,Parody
Hetalia: The Beautiful World,Political
Hetalia: The Beautiful World,Satire
Hetalia: The Beautiful World,Short Episodes
Hetalia: The Beautiful World,Based on a Manga
The Royal Tutor,Comedy
The Royal Tutor,Shounen
The Royal Tutor,Chibi
The Royal Tutor,Historical
The Royal Tutor,Royalty
The Royal Tutor,Siblings
The Royal Tutor,Teaching
The Royal Tutor,Tutors
The Royal Tutor,Based on a Manga
The Royal Tutor,Mature Themes
The Royal Tutor,
The Royal Tutor,Physical Abuse
Lupin III Special 21: Lupin III vs Detective Conan,Action
Lupin III Special 21: Lupin III vs Detective Conan,Comedy
Lupin III Special 21: Lupin III vs Detective Conan,Crossover
Lupin III Special 21: Lupin III vs Detective Conan,Detectives
Lupin III Special 21: Lupin III vs Detective Conan,Thieves
Lupin III Special 21: Lupin III vs Detective Conan,Based on a Manga
You and Me. 2,Comedy
You and Me. 2,Shounen
You and Me. 2,Slice of Life
You and Me. 2,Childhood Friends
You and Me. 2,Iyashikei
You and Me. 2,School Life
You and Me. 2,Based on a Manga
Hetalia: World Series,Comedy
Hetalia: World Series,Anthropomorphic
Hetalia: World Series,Chibi
Hetalia: World Series,Gag
Hetalia: World Series,Historical
Hetalia: World Series,Parody
Hetalia: World Series,Political
Hetalia: World Series,Satire
Hetalia: World Series,Short Episodes
Hetalia: World Series,Based on a Manga
Persona 3 the Movie 4: Winter of Rebirth,Action
Persona 3 the Movie 4: Winter of Rebirth,Fantasy
Persona 3 the Movie 4: Winter of Rebirth,Supernatural
Persona 3 the Movie 4: Winter of Rebirth,Based on a Video Game
Love Live! School Idol Project 2nd Season,All-Girls School
Love Live! School Idol Project 2nd Season,Idols
Love Live! School Idol Project 2nd Season,Music
Love Live! School Idol Project 2nd Season,School Club
Love Live! School Idol Project 2nd Season,School Life
Yumeiro Pâtissière SP Professional,Fantasy
Yumeiro Pâtissière SP Professional,Shoujo
Yumeiro Pâtissière SP Professional,Baking
Yumeiro Pâtissière SP Professional,Culinary School
Yumeiro Pâtissière SP Professional,Family Friendly
Yumeiro Pâtissière SP Professional,Food and Beverage
Yumeiro Pâtissière SP Professional,School Life
Yumeiro Pâtissière SP Professional,Based on a Manga
Food Wars! Shokugeki no Souma OVA,Ecchi
Food Wars! Shokugeki no Souma OVA,Shounen
Food Wars! Shokugeki no Souma OVA,Slice of Life
Food Wars! Shokugeki no Souma OVA,Food and Beverage
Food Wars! Shokugeki no Souma OVA,Based on a Manga
K-On! Live House!,Comedy
K-On! Live House!,Seinen
K-On! Live House!,Music
K-On! Live House!,Based on a 4-Koma Manga
K-On! Live House!,Based on a Manga
Big Windup!,Comedy
Big Windup!,Drama
Big Windup!,Seinen
Big Windup!,Sports
Big Windup!,Baseball
Big Windup!,Codependency
Big Windup!,Mental Illness
Big Windup!,School Club
Big Windup!,School Life
Big Windup!,Tournaments
Big Windup!,Based on a Manga
Big Windup!,Bullying
Big Windup!,
Big Windup!,Emotional Abuse
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,Fantasy
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,Magical Girl
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,Henshin Heroes
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,Magic
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears,Based on a Manga
Ace of the Diamond: Second Season OVA,Shounen
Ace of the Diamond: Second Season OVA,Sports
Ace of the Diamond: Second Season OVA,Baseball
Ace of the Diamond: Second Season OVA,School Club
Ace of the Diamond: Second Season OVA,Based on a Manga
"Love, Chunibyo & Other Delusions!",Comedy
"Love, Chunibyo & Other Delusions!",Drama
"Love, Chunibyo & Other Delusions!",Romance
"Love, Chunibyo & Other Delusions!",School Life
"Love, Chunibyo & Other Delusions!",Based on a Light Novel
Interviews with Monster Girls,Comedy
Interviews with Monster Girls,Seinen
Interviews with Monster Girls,Monster Girls
Interviews with Monster Girls,Monsters
Interviews with Monster Girls,Monster School
Interviews with Monster Girls,School Life
Interviews with Monster Girls,Supernatural
Interviews with Monster Girls,Vampires
Interviews with Monster Girls,Based on a Manga
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Action
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Fantasy
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Ancient China
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Swordplay
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Wuxia
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Original Work
Thunderbolt Fantasy Movie 2: Bewitching Melody of the West,Violence
Elfen Lied,Seinen
Elfen Lied,Human Experimentation
Elfen Lied,Overpowered Main Characters
Elfen Lied,Psychological
Elfen Lied,Split Personality
Elfen Lied,Supernatural
Elfen Lied,Superpowers
Elfen Lied,Based on a Manga
Elfen Lied,Animal Abuse
Elfen Lied,
Elfen Lied,Emotional Abuse
Elfen Lied,
Elfen Lied,Explicit Violence
Elfen Lied,
Elfen Lied,Mature Themes
Elfen Lied,
Elfen Lied,Nudity
Elfen Lied,
Elfen Lied,Physical Abuse
Elfen Lied,
Elfen Lied,Sexual Abuse
K-On!,Comedy
K-On!,Seinen
K-On!,Slice of Life
K-On!,All-Girls School
K-On!,Iyashikei
K-On!,Music
K-On!,School Club
K-On!,School Life
K-On!,Based on a 4-Koma Manga
K-On!,Based on a Manga
Eureka Seven,Action
Eureka Seven,Adventure
Eureka Seven,Mecha
Eureka Seven,Romance
Eureka Seven,Sci Fi
Eureka Seven,Coming of Age
Eureka Seven,Military
Eureka Seven,Original Work
Eureka Seven,Violence
Yaoshenji 5th Season,Action
Yaoshenji 5th Season,Fantasy
Yaoshenji 5th Season,Chinese Animation
Yaoshenji 5th Season,Cultivation
Yaoshenji 5th Season,Martial Arts
Yaoshenji 5th Season,Xianxia
Yaoshenji 5th Season,Based on a Web Novel
Yaoshenji 5th Season,CG Animation
Knights of Sidonia: Battle for Planet Nine,Action
Knights of Sidonia: Battle for Planet Nine,Adventure
Knights of Sidonia: Battle for Planet Nine,Horror
Knights of Sidonia: Battle for Planet Nine,Mecha
Knights of Sidonia: Battle for Planet Nine,Sci Fi
Knights of Sidonia: Battle for Planet Nine,Seinen
Knights of Sidonia: Battle for Planet Nine,Aliens
Knights of Sidonia: Battle for Planet Nine,Animeism
Knights of Sidonia: Battle for Planet Nine,Outer Space
Knights of Sidonia: Battle for Planet Nine,Post-apocalyptic
Knights of Sidonia: Battle for Planet Nine,Real Robot
Knights of Sidonia: Battle for Planet Nine,Based on a Manga
Knights of Sidonia: Battle for Planet Nine,CG Animation
Knights of Sidonia: Battle for Planet Nine,Violence
Golden Boy,Comedy
Golden Boy,Ecchi
Golden Boy,Seinen
Golden Boy,Episodic
Golden Boy,Playboys
Golden Boy,Work Life
Golden Boy,Based on a Manga
Golden Boy,Explicit Sex
Luo Xiaohei Zhan Ji,Comedy
Luo Xiaohei Zhan Ji,Fantasy
Luo Xiaohei Zhan Ji,Cats
Luo Xiaohei Zhan Ji,Chinese Animation
Luo Xiaohei Zhan Ji,Short Episodes
Luo Xiaohei Zhan Ji,Based on a Manga
Luo Xiaohei Zhan Ji,Flash Animation
Plastic Memories,Drama
Plastic Memories,Romance
Plastic Memories,Sci Fi
Plastic Memories,Androids
Plastic Memories,Non-Human Protagonists
Plastic Memories,Robots
Plastic Memories,Original Work
ef - a tale of melodies,Drama
ef - a tale of melodies,Romance
ef - a tale of melodies,Neighbors
ef - a tale of melodies,Based on an Eroge
ef - a tale of melodies,Based on a Visual Novel
Life Lessons with Uramichi Oniisan,Comedy
Life Lessons with Uramichi Oniisan,Josei
Life Lessons with Uramichi Oniisan,Coworkers
Life Lessons with Uramichi Oniisan,Dark Comedy
Life Lessons with Uramichi Oniisan,Showbiz
Life Lessons with Uramichi Oniisan,Work Life
Life Lessons with Uramichi Oniisan,Based on a Manga
Lupin III: Goemon's Blood Spray,Action
Lupin III: Goemon's Blood Spray,Comedy
Lupin III: Goemon's Blood Spray,Seinen
Lupin III: Goemon's Blood Spray,Assassins
Lupin III: Goemon's Blood Spray,Criminals
Lupin III: Goemon's Blood Spray,Noir
Lupin III: Goemon's Blood Spray,Thieves
Lupin III: Goemon's Blood Spray,Based on a Manga
Lupin III: Goemon's Blood Spray,Explicit Violence
The World God Only Knows: Tenri Arc,Comedy
The World God Only Knows: Tenri Arc,Fantasy
The World God Only Knows: Tenri Arc,Romance
The World God Only Knows: Tenri Arc,Shounen
The World God Only Knows: Tenri Arc,Demons
The World God Only Knows: Tenri Arc,Based on a Manga
Shakugan no Shana II,Action
Shakugan no Shana II,Fantasy
Shakugan no Shana II,Contemporary Fantasy
Shakugan no Shana II,Magic
Shakugan no Shana II,Supernatural
Shakugan no Shana II,Tsundere
Shakugan no Shana II,Urban Fantasy
Shakugan no Shana II,Based on a Light Novel
K: Missing Kings,Action
K: Missing Kings,Gangs
K: Missing Kings,Supernatural
K: Missing Kings,Superpowers
K: Missing Kings,Original Work
One Piece Special: Heart of Gold,Action
One Piece Special: Heart of Gold,Adventure
One Piece Special: Heart of Gold,Fantasy
One Piece Special: Heart of Gold,Shounen
One Piece Special: Heart of Gold,Pirates
One Piece Special: Heart of Gold,Superpowers
One Piece Special: Heart of Gold,Based on a Manga
K: Seven Stories Movie 5 - Memory of Red ~BURN~,Drama
K: Seven Stories Movie 5 - Memory of Red ~BURN~,Gangs
K: Seven Stories Movie 5 - Memory of Red ~BURN~,Supernatural
K: Seven Stories Movie 5 - Memory of Red ~BURN~,Superpowers
K: Seven Stories Movie 5 - Memory of Red ~BURN~,Original Work
BanG Dream! Movie: Episode of Roselia - Part II: Song I am,Idols
BanG Dream! Movie: Episode of Roselia - Part II: Song I am,Music
Full Metal Panic!,Action
Full Metal Panic!,Comedy
Full Metal Panic!,Mecha
Full Metal Panic!,Sci Fi
Full Metal Panic!,Shounen
Full Metal Panic!,Military
Full Metal Panic!,Tsundere
Full Metal Panic!,Based on a Light Novel
Full Metal Panic!,Violence
Bleach Movie 4: Hell Verse,Action
Bleach Movie 4: Hell Verse,Shounen
Bleach Movie 4: Hell Verse,Shinigami
Bleach Movie 4: Hell Verse,Supernatural
Bleach Movie 4: Hell Verse,Swordplay
Bleach Movie 4: Hell Verse,Based on a Manga
Cells at Work!,Action
Cells at Work!,Comedy
Cells at Work!,Shounen
Cells at Work!,Anthropomorphic
Cells at Work!,Educational
Cells at Work!,Episodic
Cells at Work!,Medical
Cells at Work!,Non-Human Protagonists
Cells at Work!,Based on a Manga
Cells at Work!,Violence
Peace Sign,Action
Peace Sign,Superheroes
Peace Sign,Superpowers
The Way of the Househusband 2,Comedy
The Way of the Househusband 2,Seinen
The Way of the Househusband 2,Slice of Life
The Way of the Househusband 2,Episodic
The Way of the Househusband 2,Gangs
The Way of the Househusband 2,Lifestyle Change
The Way of the Househusband 2,Married Life
The Way of the Househusband 2,Yakuza
The Way of the Househusband 2,Based on a Manga
ef - a tale of memories,Drama
ef - a tale of memories,Romance
ef - a tale of memories,Amnesia
ef - a tale of memories,Illness
ef - a tale of memories,Love Triangle
ef - a tale of memories,Based on an Eroge
ef - a tale of memories,Based on a Visual Novel
ef - a tale of memories,Sexual Content
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Drama
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Sci Fi
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Military
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Outer Space
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Political
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Space Opera
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,War
Legend of the Galactic Heroes: My Conquest is the Sea of Stars,Based on a Novel
Noblesse: Awakening,Action
Noblesse: Awakening,Fantasy
Noblesse: Awakening,Shounen
Noblesse: Awakening,Contemporary Fantasy
Noblesse: Awakening,Non-Human Protagonists
Noblesse: Awakening,Overpowered Main Characters
Noblesse: Awakening,Supernatural
Noblesse: Awakening,Urban Fantasy
Noblesse: Awakening,Vampires
Noblesse: Awakening,Based on a Webtoon
Noblesse: Awakening,Explicit Violence
Noblesse: Awakening,
Noblesse: Awakening,Mature Themes
Noblesse: Awakening,
Noblesse: Awakening,Physical Abuse
Beelzebub,Action
Beelzebub,Comedy
Beelzebub,Shounen
Beelzebub,Childcare
Beelzebub,Delinquents
Beelzebub,Demons
Beelzebub,Master-Servant Relationship
Beelzebub,Overpowered Main Characters
Beelzebub,Single Parent
Beelzebub,Superpowers
Beelzebub,Based on a Manga
Kyo Kara Maoh! 3rd Series,Comedy
Kyo Kara Maoh! 3rd Series,Fantasy
Kyo Kara Maoh! 3rd Series,Harem
Kyo Kara Maoh! 3rd Series,Contemporary Fantasy
Kyo Kara Maoh! 3rd Series,Demon King
Kyo Kara Maoh! 3rd Series,Isekai
Kyo Kara Maoh! 3rd Series,Medieval
Kyo Kara Maoh! 3rd Series,Non-Human Protagonists
Kyo Kara Maoh! 3rd Series,Person in a Strange World
Kyo Kara Maoh! 3rd Series,Royalty
Kyo Kara Maoh! 3rd Series,Based on a Light Novel
Nodame Cantabile: Finale Special,Comedy
Nodame Cantabile: Finale Special,Josei
Nodame Cantabile: Finale Special,Romance
Nodame Cantabile: Finale Special,Classical Music
Nodame Cantabile: Finale Special,Europe
Nodame Cantabile: Finale Special,Music
Nodame Cantabile: Finale Special,Based on a Manga
Ajin: Demi-Human 2nd Season,Horror
Ajin: Demi-Human 2nd Season,Seinen
Ajin: Demi-Human 2nd Season,Animeism
Ajin: Demi-Human 2nd Season,Human Experimentation
Ajin: Demi-Human 2nd Season,Supernatural
Ajin: Demi-Human 2nd Season,Terrorism
Ajin: Demi-Human 2nd Season,Based on a Manga
Ajin: Demi-Human 2nd Season,CG Animation
Ajin: Demi-Human 2nd Season,Explicit Violence
Ajin: Demi-Human 2nd Season,
Ajin: Demi-Human 2nd Season,Mature Themes
Ajin: Demi-Human 2nd Season,
Ajin: Demi-Human 2nd Season,Physical Abuse
Ajin: Demi-Human 2nd Season,
Ajin: Demi-Human 2nd Season,Suicide
Star Blazers: Space Battleship Yamato 2202,Action
Star Blazers: Space Battleship Yamato 2202,Adventure
Star Blazers: Space Battleship Yamato 2202,Drama
Star Blazers: Space Battleship Yamato 2202,Sci Fi
Star Blazers: Space Battleship Yamato 2202,Leijiverse
Star Blazers: Space Battleship Yamato 2202,Outer Space
Star Blazers: Space Battleship Yamato 2202,Space Opera
Star Blazers: Space Battleship Yamato 2202,Original Work
Star Blazers: Space Battleship Yamato 2202,Violence
Magic Kaito 1412,Action
Magic Kaito 1412,Comedy
Magic Kaito 1412,Drama
Magic Kaito 1412,Mystery
Magic Kaito 1412,Shounen
Magic Kaito 1412,Secret Identity
Magic Kaito 1412,Thieves
Magic Kaito 1412,Based on a Manga
IDOLiSH7: Third BEAT!,Drama
IDOLiSH7: Third BEAT!,Idols
IDOLiSH7: Third BEAT!,Music
IDOLiSH7: Third BEAT!,Showbiz
IDOLiSH7: Third BEAT!,Based on a Mobile Game
Monthly Girls' Nozaki-kun Specials,Comedy
Monthly Girls' Nozaki-kun Specials,Shounen
Monthly Girls' Nozaki-kun Specials,Gag
Monthly Girls' Nozaki-kun Specials,School Life
Monthly Girls' Nozaki-kun Specials,Based on a 4-Koma Manga
Monthly Girls' Nozaki-kun Specials,Based on a Manga
Haré+Guu DELUXE,Comedy
Haré+Guu DELUXE,Shounen
Haré+Guu DELUXE,Slice of Life
Haré+Guu DELUXE,Forest
Haré+Guu DELUXE,Gag
Haré+Guu DELUXE,Jungle
Haré+Guu DELUXE,Overpowered Main Characters
Haré+Guu DELUXE,Parody
Haré+Guu DELUXE,Based on a Manga
Saint Young Men Movie,Comedy
Saint Young Men Movie,Fantasy
Saint Young Men Movie,Seinen
Saint Young Men Movie,Slice of Life
Saint Young Men Movie,Buddhism
Saint Young Men Movie,Christianity
Saint Young Men Movie,Contemporary Fantasy
Saint Young Men Movie,Gag
Saint Young Men Movie,Non-Human Protagonists
Saint Young Men Movie,Parody
Saint Young Men Movie,Religion
Saint Young Men Movie,Roommates
Saint Young Men Movie,Satire
Saint Young Men Movie,Based on a Manga
Dusk Maiden of Amnesia,Mystery
Dusk Maiden of Amnesia,Romance
Dusk Maiden of Amnesia,Shounen
Dusk Maiden of Amnesia,Ghosts
Dusk Maiden of Amnesia,School Club
Dusk Maiden of Amnesia,School Life
Dusk Maiden of Amnesia,Supernatural
Dusk Maiden of Amnesia,Based on a Manga
Dusk Maiden of Amnesia,Nudity
Eyeshield 21,Action
Eyeshield 21,Comedy
Eyeshield 21,Drama
Eyeshield 21,Shounen
Eyeshield 21,Sports
Eyeshield 21,Football
Eyeshield 21,School Club
Eyeshield 21,School Life
Eyeshield 21,Tournaments
Eyeshield 21,Based on a Manga
Eyeshield 21,Mature Themes
Eyeshield 21,
Eyeshield 21,Physical Abuse
Seitokai Yakuindomo Movie,Comedy
Seitokai Yakuindomo Movie,Shounen
Seitokai Yakuindomo Movie,Crude
Seitokai Yakuindomo Movie,Newly Co-ed School
Seitokai Yakuindomo Movie,Parody
Seitokai Yakuindomo Movie,Satire
Seitokai Yakuindomo Movie,Student Council
Seitokai Yakuindomo Movie,Based on a 4-Koma Manga
Seitokai Yakuindomo Movie,Based on a Manga
Seitokai Yakuindomo Movie,Sexual Content
New Game!!,Comedy
New Game!!,Seinen
New Game!!,Coworkers
New Game!!,Iyashikei
New Game!!,Video Game Industry
New Game!!,Work Life
New Game!!,Based on a 4-Koma Manga
New Game!!,Based on a Manga
Taisho Otome Fairy Tale,Comedy
Taisho Otome Fairy Tale,Romance
Taisho Otome Fairy Tale,Shounen
Taisho Otome Fairy Tale,Slice of Life
Taisho Otome Fairy Tale,Arranged Marriage
Taisho Otome Fairy Tale,Countryside
Taisho Otome Fairy Tale,Disability
Taisho Otome Fairy Tale,Historical
Taisho Otome Fairy Tale,Iyashikei
Taisho Otome Fairy Tale,Opposites Attract
Taisho Otome Fairy Tale,Sudden Girlfriend Appearance
Taisho Otome Fairy Tale,Based on a Manga
Taisho Otome Fairy Tale,Domestic Abuse
Kemono Jihen,Action
Kemono Jihen,Drama
Kemono Jihen,Mystery
Kemono Jihen,Shounen
Kemono Jihen,Contemporary Fantasy
Kemono Jihen,Detectives
Kemono Jihen,Japanese Mythology
